first_effectiveness,first_hp,first_attack,first_defense,first_sp_atk,first_sp_def,first_speed,first_mythical,first_legendary,second_effectiveness,second_hp,second_attack,second_defense,second_sp_atk,second_sp_def,second_speed,second_mythical,second_legendary,winner
1.0,46,57,40,40,40,50,0,0,1.0,80,80,80,80,80,80,1,0,1
0.25,71,120,95,120,95,99,1,0,4.0,65,95,57,100,85,93,0,0,0
1.0,44,48,65,50,64,43,0,0,1.0,60,110,70,60,60,100,0,0,1
1.0,40,70,130,60,130,25,0,0,1.0,60,45,70,45,90,95,0,0,1
1.0,38,35,35,65,55,50,0,0,1.0,80,82,100,83,100,80,0,0,1
1.0,85,110,76,65,82,56,0,0,2.0,100,100,100,100,100,100,1,1,1
1.0,95,70,73,95,90,60,0,0,1.0,100,90,130,45,65,55,0,0,0
0.5,72,60,30,20,30,25,0,0,0.5,50,35,55,25,25,15,0,0,0
4.0,55,45,43,55,43,72,0,0,0.5,60,65,70,85,75,40,0,0,0
1.0,44,38,39,61,79,42,0,0,0.5,45,95,50,40,50,75,0,0,1
2.0,44,58,44,58,44,61,0,0,0.5,66,65,48,62,57,52,0,0,0
1.0,60,60,60,85,85,85,0,0,1.0,45,75,60,40,30,50,0,0,0
0.5,100,120,120,150,100,90,0,1,0.5,53,51,53,61,56,40,0,0,0
2.0,40,40,40,70,40,20,0,0,0.5,30,30,42,30,42,70,0,0,0
1.0,35,55,40,50,50,90,0,0,1.0,65,90,40,45,80,75,0,0,0
1.0,59,45,40,35,40,31,0,0,1.0,101,72,72,99,89,29,0,0,0
1.0,45,30,40,105,50,20,0,0,1.0,70,100,70,105,75,40,0,0,1
0.5,70,60,62,80,82,60,0,0,2.0,60,90,55,90,80,110,0,0,1
1.0,55,40,40,65,45,35,0,0,2.0,81,102,77,85,75,85,0,0,1
1.0,55,55,55,85,55,30,0,0,1.0,66,117,70,40,50,67,0,0,1
1.0,60,40,50,75,85,95,0,0,0.5,55,45,50,45,65,80,0,0,0
1.0,30,35,30,100,35,80,0,0,1.0,30,105,90,25,25,50,0,0,0
1.0,68,125,65,65,115,80,0,0,0.5,75,125,100,70,80,45,0,0,0
1.0,60,80,50,40,40,30,0,0,1.0,55,40,40,65,45,35,0,0,1
1.0,45,30,40,105,50,20,0,0,1.0,65,60,110,130,95,65,0,0,1
0.5,90,85,75,115,100,115,0,1,2.0,108,100,121,81,95,95,0,1,0
0.5,80,125,75,40,95,85,0,0,1.0,38,30,85,55,65,30,0,0,0
0.5,70,85,140,85,70,20,0,0,0.5,64,78,52,78,52,81,0,0,1
4.0,72,58,80,103,80,97,0,0,0.25,72,60,30,20,30,25,0,0,0
1.0,62,48,54,63,60,68,0,0,1.0,85,50,95,120,115,80,0,0,1
1.0,74,94,131,54,116,20,0,0,0.5,60,80,50,50,50,40,0,0,1
0.5,91,90,72,90,129,108,0,1,2.0,80,135,130,95,90,70,0,0,0
1.0,70,120,40,95,40,95,0,0,2.0,40,60,40,40,40,30,0,0,0
0.5,20,10,55,15,20,80,0,0,2.0,65,110,130,60,65,95,0,0,1
1.0,106,110,90,154,90,130,0,1,1.0,60,60,60,60,60,60,0,0,0
1.0,120,120,120,120,120,120,1,1,1.0,75,38,38,56,56,67,0,0,0
0.5,69,69,76,69,86,91,0,0,0.5,55,55,45,63,45,45,0,0,0
1.0,35,60,44,40,54,55,0,0,1.0,45,20,50,60,120,50,0,0,0
0.5,50,65,85,35,35,55,0,0,0.5,70,62,67,55,55,56,0,0,1
1.0,150,80,44,90,54,80,0,0,1.0,95,110,95,40,95,55,0,0,1
1.0,44,75,35,63,33,45,0,0,1.0,90,92,75,92,85,60,0,0,1
1.0,100,100,100,100,100,100,1,0,1.0,40,65,95,60,45,35,0,0,0
1.0,80,80,80,80,80,80,0,0,1.0,95,70,73,95,90,60,0,0,0
1.0,35,64,85,74,55,32,0,0,1.0,50,20,55,25,25,30,0,0,0
1.0,100,77,77,128,128,90,1,0,1.0,66,117,70,40,50,67,0,0,0
2.0,55,75,85,25,25,15,0,0,1.0,75,125,100,70,80,45,0,0,1
4.0,60,59,85,79,105,36,0,0,0.25,60,82,45,45,45,74,0,0,1
1.0,80,100,200,50,100,50,0,1,2.0,80,92,65,65,80,68,0,0,1
1.0,61,72,57,55,55,65,0,0,1.0,35,85,45,35,35,75,0,0,1
1.0,40,55,70,45,60,30,0,0,0.5,45,45,55,45,55,63,0,0,1
1.0,55,65,35,60,30,85,0,0,1.0,100,50,50,76,96,70,0,0,0
1.0,45,20,50,60,120,50,0,0,1.0,82,80,86,85,75,72,0,0,1
1.0,45,63,37,65,55,95,0,0,1.0,67,82,62,46,48,43,0,0,0
1.0,60,59,85,79,105,36,0,0,1.0,65,60,70,85,75,40,0,0,1
0.5,30,30,30,30,30,30,0,0,1.0,90,90,85,125,90,100,0,1,1
1.0,45,45,35,20,30,20,0,0,0.5,80,82,83,100,100,80,0,0,1
1.0,92,105,90,125,90,98,0,0,1.0,85,110,90,45,90,80,0,0,0
2.0,44,48,65,50,64,43,0,0,1.0,10,55,25,35,45,95,0,0,1
0.5,100,100,125,110,50,50,0,0,2.0,45,60,40,70,50,45,0,0,0
1.0,75,95,125,45,75,95,0,0,1.0,60,70,105,70,120,75,0,0,0
1.0,55,75,60,75,60,103,0,0,1.0,75,140,65,112,65,110,0,0,1
1.0,75,75,55,105,85,30,0,0,1.0,70,55,95,95,110,65,0,0,1
2.0,45,30,15,85,65,65,0,0,1.0,45,75,60,40,30,50,0,0,0
1.0,50,105,79,35,110,76,0,0,1.0,65,110,130,60,65,95,0,0,1
1.0,50,35,55,25,25,15,0,0,1.0,77,120,90,60,90,48,0,0,1
4.0,70,60,125,115,70,55,0,0,0.25,105,140,55,30,55,95,0,0,1
1.0,85,76,64,45,55,90,0,0,1.0,44,38,33,61,43,70,0,0,0
1.0,110,65,75,125,85,30,0,0,2.0,38,35,40,27,25,35,0,0,1
0.5,54,78,103,53,45,22,0,0,4.0,50,53,48,53,48,64,0,0,1
1.0,73,100,60,100,60,65,0,0,1.0,79,115,70,125,80,111,0,1,1
2.0,40,30,30,55,30,85,0,0,0.5,65,100,70,80,80,105,0,0,1
1.0,95,109,105,75,85,56,0,0,1.0,60,100,115,70,85,90,0,0,1
2.0,55,47,52,40,40,41,0,0,0.5,60,60,50,40,50,75,0,0,1
1.0,114,85,70,85,80,30,0,0,0.25,40,45,35,65,55,70,0,0,0
1.0,62,48,66,59,57,49,0,0,1.0,126,131,95,131,98,99,0,1,1
2.0,70,85,65,105,85,120,0,0,1.0,110,130,80,70,60,80,0,0,0
1.0,79,115,70,125,80,111,0,1,1.0,40,65,40,80,40,65,0,0,0
4.0,70,55,55,80,60,45,0,0,0.5,75,87,63,87,63,98,0,0,1
2.0,91,134,95,100,100,80,0,0,0.5,65,65,45,75,45,95,0,0,1
0.5,50,75,35,70,30,40,0,0,2.0,126,131,95,131,98,99,0,1,1
1.0,45,55,45,65,45,75,0,0,1.0,126,131,95,131,98,99,0,1,1
2.0,50,50,40,30,30,50,0,0,0.5,70,43,53,43,53,40,0,0,0
0.25,80,105,65,60,75,130,0,0,2.0,80,75,150,75,150,50,0,1,0
2.0,60,40,50,75,85,95,0,0,1.0,55,130,115,50,50,75,0,0,0
1.0,45,63,37,65,55,95,0,0,1.0,90,120,75,60,60,45,0,0,0
1.0,100,100,100,100,100,100,1,1,0.25,30,40,55,40,55,60,0,0,0
1.0,60,90,70,60,120,40,0,0,1.0,50,55,50,36,30,43,0,0,1
1.0,75,95,67,125,95,83,0,0,1.0,20,40,90,30,90,25,0,0,0
0.5,62,50,58,73,54,72,0,0,2.0,65,65,65,50,50,90,0,0,1
0.5,76,104,71,104,71,108,0,0,0.5,39,52,43,60,50,65,0,0,0
0.125,60,130,80,60,60,70,0,0,2.0,85,60,65,135,105,100,0,0,1
2.0,60,85,60,50,50,125,0,0,0.5,45,45,35,20,30,20,0,0,0
2.0,50,65,45,85,65,95,0,0,0.5,64,66,68,81,76,50,0,0,0
1.0,35,55,40,45,40,60,0,0,1.0,85,105,85,40,50,40,0,0,0
1.0,40,30,35,45,40,55,0,0,2.0,50,25,28,45,55,15,0,0,0
1.0,92,105,90,125,90,98,0,0,0.5,80,80,80,80,80,80,1,0,0
1.0,100,77,77,128,128,90,1,0,1.0,75,100,63,80,63,116,0,0,1
0.5,80,70,70,90,100,70,0,0,2.0,55,75,60,75,60,103,0,0,1
2.0,61,78,95,56,58,57,0,0,0.5,50,50,40,50,40,64,0,0,1
2.0,61,78,95,56,58,57,0,0,0.25,109,66,84,81,99,32,0,0,0
1.0,255,10,10,75,135,55,0,0,1.0,75,65,55,65,55,69,0,0,1
1.0,80,70,65,80,120,100,0,0,0.5,40,55,70,45,60,30,0,0,0
1.0,65,90,65,61,61,100,0,0,1.0,78,84,78,109,85,100,0,0,1
1.0,62,48,66,59,57,49,0,0,0.5,55,63,90,50,80,42,0,0,0
1.0,44,75,35,63,33,45,0,0,1.0,50,25,28,45,55,15,0,0,0
0.5,45,90,20,65,20,65,0,0,0.5,55,65,95,95,45,85,0,0,1
2.0,75,69,72,114,100,104,0,0,0.5,80,100,70,60,70,95,0,0,0
1.0,123,100,62,97,81,68,0,0,1.0,65,125,60,95,60,105,0,0,1
0.5,90,92,87,75,85,76,0,0,0.5,45,53,70,40,60,42,0,0,0
2.0,100,150,120,120,100,90,0,1,0.5,67,57,55,77,55,114,0,0,1
1.0,55,70,55,40,55,85,0,0,2.0,75,125,75,30,75,85,0,0,1
1.0,50,75,70,35,70,48,0,0,1.0,58,109,112,48,48,109,0,0,1
1.0,65,73,55,47,75,85,0,0,1.0,45,50,35,55,75,40,0,0,0
1.0,65,63,45,45,45,45,0,0,1.0,30,42,118,42,88,30,0,0,0
1.0,70,92,65,80,55,98,0,0,2.0,45,65,34,40,34,45,0,0,0
1.0,77,120,90,60,90,48,0,0,0.5,91,90,72,90,129,108,0,1,1
0.5,70,50,30,95,135,105,0,0,1.0,80,82,78,95,80,85,0,0,0
1.0,85,76,64,45,55,90,0,0,1.0,50,60,45,100,80,65,0,0,0
0.5,75,75,55,105,85,30,0,0,2.0,60,55,90,145,90,80,0,0,1
0.5,49,49,56,49,61,66,0,0,2.0,75,80,85,110,90,50,0,0,0
1.0,70,92,65,80,55,98,0,0,1.0,82,121,119,69,59,71,0,0,0
1.0,77,59,50,67,63,46,0,0,1.0,67,58,57,81,67,101,0,0,1
2.0,95,135,80,110,80,100,0,0,0.5,30,30,42,30,42,70,0,0,0
1.0,61,78,95,56,58,57,0,0,0.5,60,50,40,85,75,95,0,0,1
0.25,255,10,10,75,135,55,0,0,1.0,50,70,100,40,40,30,0,0,1
1.0,40,40,35,50,100,70,0,0,1.0,40,45,40,35,35,56,0,0,0
0.5,85,120,70,50,60,100,0,0,2.0,45,63,37,65,55,95,0,0,0
0.5,60,45,50,90,80,70,0,0,0.25,48,61,40,61,40,50,0,0,0
0.5,91,129,90,72,90,108,0,1,1.0,114,85,70,85,80,30,0,0,0
0.5,50,40,85,40,65,25,0,0,1.0,30,45,59,30,39,57,0,0,1
1.0,40,70,40,35,40,60,0,0,1.0,38,41,40,50,65,65,0,0,1
1.0,64,115,65,83,63,65,0,0,1.0,70,70,70,70,70,70,0,0,1
0.5,60,30,30,36,56,50,0,0,2.0,80,120,79,95,79,70,0,0,1
1.0,55,50,45,135,95,120,0,0,1.0,65,65,60,110,95,130,0,0,1
1.0,30,56,35,25,35,72,0,0,1.0,108,112,118,68,72,47,0,0,0
1.0,40,50,45,70,45,70,0,0,1.0,49,49,56,49,61,66,0,0,0
0.5,50,20,40,20,40,20,0,0,1.0,60,40,60,95,60,55,0,0,1
1.0,50,65,90,35,35,15,0,0,0.5,74,94,131,54,116,20,0,0,1
1.0,120,120,120,120,120,120,1,1,1.0,79,115,70,125,80,111,0,1,0
1.0,55,35,50,55,110,85,0,0,2.0,71,95,85,110,95,79,0,0,0
1.0,116,55,85,107,95,29,0,0,2.0,150,100,120,100,120,90,0,1,1
4.0,70,100,115,30,65,30,0,0,0.5,85,60,65,135,105,100,0,0,0
1.0,78,52,60,63,65,23,0,0,1.0,90,60,60,40,40,40,0,0,1
4.0,62,44,50,44,50,55,0,0,0.25,80,120,70,110,70,80,0,0,1
0.5,65,65,60,130,95,110,0,0,2.0,58,109,112,48,48,109,0,0,0
1.0,40,45,65,100,120,90,0,0,1.0,70,77,60,97,60,108,0,0,1
1.0,100,150,120,120,100,90,0,1,1.0,45,95,50,40,50,75,0,0,0
1.0,75,90,140,60,60,40,0,0,0.5,95,75,80,100,110,30,0,0,0
2.0,50,70,50,50,50,40,0,0,0.5,60,40,60,95,60,55,0,0,1
0.5,35,40,100,90,55,35,0,0,4.0,40,40,50,30,30,30,0,0,0
1.0,60,60,60,35,35,30,0,0,1.0,70,45,48,60,65,35,0,0,1
1.0,40,60,30,31,31,70,0,0,1.0,64,88,50,88,50,106,0,0,1
1.0,65,65,65,50,50,90,0,0,1.0,63,63,47,41,41,74,0,0,0
1.0,60,45,70,75,85,55,0,0,1.0,50,20,40,20,40,20,0,0,0
0.5,40,55,80,35,60,30,0,0,2.0,55,40,50,65,85,40,0,0,1
1.0,85,105,85,40,50,40,0,0,1.0,125,58,58,76,76,67,0,0,1
1.0,60,30,30,36,56,50,0,0,1.0,62,77,62,50,42,65,0,0,1
1.0,62,55,52,109,94,109,0,0,1.0,54,78,103,53,45,22,0,0,0
1.0,45,67,60,35,50,63,0,0,1.0,65,76,84,54,96,105,0,0,1
0.5,68,125,65,65,115,80,0,0,1.0,65,73,55,47,75,85,0,0,1
4.0,65,65,45,75,45,95,0,0,0.25,75,80,95,90,100,50,0,0,0
2.0,60,55,145,75,150,40,0,0,0.5,80,70,40,100,60,145,0,0,1
1.0,50,45,45,35,35,50,0,0,1.0,65,73,55,47,75,85,0,0,1
1.0,85,110,76,65,82,56,0,0,1.0,90,55,75,60,75,30,0,0,1
1.0,55,68,64,45,55,31,0,0,2.0,95,117,184,44,46,28,0,0,0
0.5,72,60,30,20,30,25,0,0,1.0,75,80,85,110,90,50,0,0,1
4.0,150,80,44,90,54,80,0,0,2.0,80,110,60,150,130,70,1,1,0
1.0,39,52,43,60,50,65,0,0,1.0,70,83,50,37,50,60,0,0,0
1.0,10,55,25,35,45,95,0,0,1.0,85,73,70,73,115,67,0,0,0
2.0,65,63,45,45,45,45,0,0,0.5,80,125,75,40,95,85,0,0,1
0.25,80,82,100,83,100,80,0,0,4.0,40,60,40,40,40,30,0,0,0
8.0,130,85,80,85,95,60,0,0,2.0,70,84,70,65,70,51,0,0,0
1.0,20,40,90,30,90,25,0,0,1.0,50,70,100,40,40,30,0,0,1
0.5,70,80,70,80,70,110,0,0,2.0,42,52,67,39,56,50,0,0,0
1.0,75,80,70,65,75,90,0,0,1.0,30,40,70,70,25,60,0,0,0
0.5,65,76,84,54,96,105,0,0,1.0,75,90,140,60,60,40,0,0,0
1.0,85,76,64,45,55,90,0,0,1.0,65,100,70,80,80,105,0,0,1
1.0,45,45,55,45,55,63,0,0,1.0,116,55,85,107,95,29,0,0,0
0.25,50,30,55,65,55,20,0,0,4.0,42,52,67,39,56,50,0,0,1
0.5,65,125,60,95,60,105,0,0,1.0,40,65,95,60,45,35,0,0,0
1.0,30,35,30,100,35,80,0,0,0.25,70,94,50,94,50,66,0,0,0
0.5,30,42,118,42,88,30,0,0,2.0,50,52,48,65,50,55,0,0,1
2.0,55,55,55,85,55,30,0,0,1.0,45,49,49,65,65,45,0,0,1
0.5,110,123,65,100,65,65,0,0,1.0,50,25,28,45,55,15,0,0,0
1.0,83,80,75,70,70,101,0,0,1.0,55,70,45,70,50,60,0,0,0
4.0,74,108,133,83,65,32,0,0,0.5,123,77,72,99,92,58,0,0,1
2.0,60,70,50,100,50,65,0,0,0.25,85,110,76,65,82,56,0,0,0
2.0,65,90,120,85,70,60,0,0,0.5,45,35,45,62,53,35,0,0,0
1.0,58,50,145,95,105,30,0,0,1.0,115,115,85,90,75,100,0,1,1
2.0,100,77,77,128,128,90,1,0,2.0,45,50,45,115,55,95,0,0,1
1.0,110,78,73,76,71,60,0,0,0.5,40,40,35,50,100,70,0,0,1
0.5,50,50,77,95,77,91,0,0,0.5,44,50,91,24,86,10,0,0,0
2.0,91,72,90,129,90,108,1,0,0.5,50,92,108,92,108,35,0,0,0
1.0,80,120,79,95,79,70,0,0,1.0,105,140,95,55,65,45,0,0,0
1.0,115,115,85,90,75,100,0,1,1.0,95,124,78,69,71,58,0,0,0
1.0,52,65,55,58,62,60,0,0,1.0,50,47,50,57,50,65,0,0,1
1.0,85,70,80,97,80,123,0,0,0.5,70,120,40,95,40,95,0,0,0
1.0,70,60,125,115,70,55,0,0,1.0,75,75,130,75,130,95,0,1,1
1.0,70,45,48,60,65,35,0,0,1.0,25,20,15,105,55,90,0,0,0
1.0,55,45,45,25,25,15,0,0,1.0,45,30,40,105,50,20,0,0,1
1.0,75,100,63,80,63,116,0,0,1.0,110,65,75,125,85,30,0,0,0
1.0,75,103,80,70,80,92,0,0,1.0,55,50,40,40,40,75,0,0,0
1.0,72,85,70,65,70,58,0,0,1.0,70,70,70,70,70,70,0,0,1
4.0,40,50,45,70,45,70,0,0,0.5,60,59,85,79,105,36,0,0,0
2.0,50,64,50,45,50,41,0,0,1.0,50,50,77,95,77,91,0,0,1
1.0,35,20,65,40,65,20,0,0,1.0,70,95,85,55,65,70,0,0,1
2.0,75,125,70,125,70,115,0,1,1.0,65,90,115,45,115,58,0,0,1
0.25,55,68,64,45,55,31,0,0,2.0,40,30,35,45,40,55,0,0,1
2.0,45,85,50,55,50,65,0,0,1.0,36,50,50,65,60,44,0,0,0
1.0,75,90,140,60,60,40,0,0,0.5,75,80,60,65,90,102,0,0,1
2.0,70,55,65,95,85,70,0,0,2.0,45,30,35,20,20,45,0,0,0
4.0,40,35,30,20,20,50,0,0,0.25,65,55,115,100,40,60,0,0,1
1.0,110,78,73,76,71,60,0,0,1.0,74,48,76,83,81,104,0,0,1
1.0,64,88,50,88,50,106,0,0,1.0,53,51,53,61,56,40,0,0,0
0.5,75,80,55,25,35,35,0,0,2.0,100,100,100,100,100,100,1,0,1
1.0,105,150,90,150,90,95,0,1,2.0,115,45,20,45,25,20,0,0,0
0.5,75,85,200,55,65,30,0,0,0.25,60,70,50,100,50,65,0,0,1
1.0,60,60,60,60,60,60,0,0,1.0,150,160,100,95,65,100,0,0,1
0.5,35,65,35,65,35,65,0,0,0.25,90,70,80,70,95,70,0,0,1
1.0,68,75,53,83,113,60,0,0,0.5,30,40,70,70,25,60,0,0,1
4.0,90,90,85,125,90,100,0,1,0.5,65,40,70,80,140,70,0,0,0
2.0,79,115,70,125,80,111,0,1,0.5,75,125,75,30,75,85,0,0,0
1.0,100,70,70,65,65,45,0,0,1.0,75,98,63,98,63,101,0,0,1
1.0,59,45,40,35,40,31,0,0,1.0,44,38,33,61,43,70,0,0,1
2.0,170,90,45,90,45,60,0,0,1.0,60,70,105,70,120,75,0,0,1
0.5,38,41,40,50,65,65,0,0,1.0,65,95,100,60,50,50,0,0,0
1.0,150,160,100,95,65,100,0,0,1.0,65,95,75,55,55,85,0,0,0
1.0,41,56,40,62,44,71,0,0,1.0,95,80,105,40,70,100,0,0,1
1.0,59,59,58,90,70,73,0,0,1.0,63,63,47,41,41,74,0,0,1
0.5,30,45,55,70,55,85,0,0,2.0,45,35,50,70,50,30,0,0,0
1.0,44,50,91,24,86,10,0,0,1.0,60,60,60,105,105,105,0,0,1
2.0,50,35,55,25,25,15,0,0,0.5,40,40,55,40,70,55,0,0,1
1.0,50,53,48,53,48,64,0,0,1.0,70,45,48,60,65,35,0,0,0
2.0,100,100,80,60,60,50,0,0,1.0,40,30,50,55,55,100,0,0,0
0.5,80,120,79,95,79,70,0,0,1.0,60,40,80,60,45,40,0,0,0
1.0,65,75,105,35,65,85,0,0,2.0,55,65,35,60,30,85,0,0,1
0.5,70,135,105,60,105,20,0,0,1.0,38,30,85,55,65,30,0,0,0
1.0,60,85,40,30,45,68,0,0,1.0,54,45,47,75,98,52,0,0,0
1.0,71,73,88,120,89,59,0,0,1.0,80,52,50,90,50,89,0,0,1
0.5,44,38,39,61,79,42,0,0,0.5,55,85,55,50,55,60,0,0,1
1.0,45,50,35,55,75,40,0,0,1.0,85,56,77,50,77,78,0,0,1
1.0,65,130,60,95,110,65,0,0,1.0,70,90,70,60,60,70,0,0,1
1.0,62,48,66,59,57,49,0,0,1.0,50,80,95,10,45,10,0,0,0
1.0,65,73,55,47,75,85,0,0,1.0,125,58,58,76,76,67,0,0,0
1.0,80,80,80,55,55,90,0,0,1.0,60,40,80,60,45,40,0,0,0
1.0,40,40,35,50,100,70,0,0,1.0,38,30,41,30,41,60,0,0,0
1.0,65,76,84,54,96,105,0,0,1.0,55,68,64,45,55,31,0,0,0
0.5,103,60,86,60,86,50,0,0,1.0,45,80,100,35,37,28,0,0,1
1.0,60,85,69,65,79,80,0,0,1.0,65,90,65,61,61,100,0,0,1
2.0,91,90,129,90,72,108,0,1,0.5,38,30,41,30,41,60,0,0,0
0.5,100,73,83,73,83,55,0,0,0.5,50,50,62,40,62,65,0,0,1
1.0,45,22,60,27,30,29,0,0,1.0,70,40,50,55,50,25,0,0,0
0.5,50,50,62,40,62,65,0,0,1.0,60,60,60,105,105,105,0,0,1
1.0,95,125,79,60,100,81,0,0,1.0,50,70,50,50,50,70,0,0,0
1.0,64,51,23,51,23,28,0,0,1.0,99,68,83,72,87,51,0,0,1
0.5,95,75,110,100,80,30,0,0,0.5,20,25,45,70,90,60,0,0,0
1.0,190,33,58,33,58,33,0,0,1.0,71,73,88,120,89,59,0,0,1
1.0,52,65,55,58,62,60,0,0,1.0,72,58,80,103,80,97,0,0,1
1.0,50,92,108,92,108,35,0,0,1.0,61,78,95,56,58,57,0,0,1
1.0,62,77,62,50,42,65,0,0,1.0,105,150,90,150,90,95,0,1,1
0.5,65,40,70,80,140,70,0,0,0.5,80,75,150,75,150,50,0,1,0
0.25,31,45,90,30,30,40,0,0,0.5,80,125,75,40,95,85,0,0,1
1.0,40,45,65,100,120,90,0,0,1.0,73,115,60,60,60,90,0,0,1
1.0,90,55,75,60,75,30,0,0,1.0,35,70,55,45,55,25,0,0,0
1.0,85,80,90,105,95,60,0,0,1.0,35,80,50,50,70,120,0,0,1
4.0,60,75,85,100,85,115,0,0,1.0,81,102,77,85,75,85,0,0,0
2.0,75,98,63,98,63,101,0,0,0.5,75,80,85,110,90,50,0,0,0
1.0,60,150,50,150,50,60,0,0,0.5,38,30,41,30,41,60,0,0,1
0.5,126,131,95,131,98,99,0,1,0.5,95,65,110,60,130,65,0,0,0
1.0,43,30,55,40,65,97,0,0,0.5,100,100,100,100,100,100,1,1,1
1.0,50,53,48,53,48,64,0,0,1.0,45,60,32,50,32,76,0,0,1
1.0,100,73,83,73,83,55,0,0,1.0,70,55,55,80,60,45,0,0,0
0.5,75,80,70,65,75,90,0,0,2.0,125,58,58,76,76,67,0,0,0
2.0,60,48,45,43,90,42,0,0,1.0,69,55,45,55,55,15,0,0,0
1.0,80,50,100,100,200,50,0,1,1.0,76,25,45,67,55,24,0,0,0
0.5,50,85,40,85,40,35,0,0,2.0,40,40,40,70,40,20,0,0,0
0.5,95,125,79,60,100,81,0,0,0.5,70,20,50,20,50,40,0,0,0
2.0,90,50,34,60,44,70,0,0,0.5,50,53,48,53,48,64,0,0,0
1.0,80,50,100,100,200,50,0,1,1.0,20,25,45,70,90,60,0,0,1
1.0,80,120,79,95,79,70,0,0,1.0,62,48,54,63,60,68,0,0,0
0.5,70,115,60,115,60,55,0,0,2.0,101,72,72,99,89,29,0,0,0
0.5,65,47,55,73,75,85,0,0,1.0,60,60,40,65,45,35,0,0,0
1.0,45,22,60,27,30,29,0,0,1.0,45,67,60,35,50,63,0,0,1
2.0,70,20,50,20,50,40,0,0,0.25,75,90,50,110,80,95,0,0,1
2.0,45,50,55,75,65,30,0,0,1.0,68,65,65,125,115,80,0,0,1
0.5,105,105,75,65,100,50,0,0,0.5,50,50,62,40,62,65,0,0,1
2.0,79,85,60,55,60,71,0,0,0.5,100,100,80,60,60,50,0,0,0
2.0,75,105,75,105,75,45,0,0,1.0,55,112,45,74,45,70,0,0,1
0.5,101,72,72,99,89,29,0,0,1.0,65,130,60,95,110,65,0,0,1
2.0,58,64,58,80,65,80,0,0,0.5,65,65,45,75,45,95,0,0,1
2.0,35,35,40,35,55,50,0,0,0.5,68,72,78,38,42,32,0,0,0
1.0,78,84,78,109,85,100,0,0,0.5,60,100,115,70,85,90,0,0,0
1.0,55,81,60,50,70,97,0,0,1.0,45,75,37,70,55,83,0,0,0
0.5,60,52,168,47,138,30,0,0,1.0,40,45,40,65,40,65,0,0,1
1.0,90,60,60,40,40,40,0,0,1.0,66,41,77,61,87,23,0,0,0
1.0,35,70,55,45,55,25,0,0,0.5,62,55,52,109,94,109,0,0,1
1.0,43,30,55,40,65,97,0,0,1.0,75,125,75,30,75,85,0,0,0
0.5,30,42,118,42,88,30,0,0,4.0,50,75,70,35,70,48,0,0,1
1.0,105,95,80,40,80,90,0,0,1.0,31,45,90,30,30,40,0,0,0
2.0,60,85,40,30,45,68,0,0,0.5,80,100,200,50,100,50,0,1,0
1.0,25,35,70,95,55,45,0,0,0.5,75,95,60,65,60,115,0,0,1
1.0,46,87,60,30,40,57,0,0,0.5,42,52,67,39,56,50,0,0,0
0.5,65,100,70,80,80,105,0,0,0.5,45,75,37,70,55,83,0,0,0
0.5,60,85,60,85,60,55,0,0,0.25,45,25,50,25,25,35,0,0,0
2.0,91,134,95,100,100,80,0,0,0.5,67,82,62,46,48,43,0,0,0
0.5,74,94,131,54,116,20,0,0,1.0,65,73,55,47,75,85,0,0,1
1.0,80,120,79,95,79,70,0,0,0.5,105,150,90,150,90,95,0,1,1
1.0,64,78,52,78,52,81,0,0,1.0,64,115,65,83,63,65,0,0,0
1.0,65,65,60,110,95,130,0,0,1.0,80,125,75,40,95,85,0,0,0
1.0,35,35,40,35,55,50,0,0,1.0,78,52,60,63,65,23,0,0,0
1.0,50,80,95,10,45,10,0,0,0.5,30,56,35,25,35,72,0,0,0
0.5,55,47,52,40,40,41,0,0,0.5,91,129,90,72,90,108,0,1,1
0.25,50,75,35,70,30,40,0,0,1.0,60,150,50,150,50,60,0,0,1
1.0,70,40,50,55,50,25,0,0,1.0,106,110,90,154,90,130,0,1,1
0.5,90,92,75,92,85,60,0,0,1.0,60,65,70,85,75,40,0,0,0
2.0,65,105,60,60,70,95,0,0,1.0,85,80,70,135,75,90,0,0,0
1.0,45,75,37,70,55,83,0,0,1.0,40,55,30,30,30,60,0,0,0
0.5,55,70,55,40,55,85,0,0,1.0,80,105,65,60,75,130,0,0,1
1.0,64,51,23,51,23,28,0,0,1.0,76,65,45,92,42,91,0,0,1
2.0,90,65,65,40,40,15,0,0,1.0,50,30,55,65,55,20,0,0,1
1.0,65,70,60,65,65,115,0,0,1.0,71,95,85,110,95,79,0,0,0
1.0,50,50,150,50,150,50,0,0,0.5,110,85,95,80,95,50,0,0,1
1.0,60,55,50,40,55,45,0,0,0.5,70,77,60,97,60,108,0,0,1
1.0,75,105,75,105,75,45,0,0,1.0,74,48,76,83,81,104,0,0,1
1.0,95,23,48,23,48,23,0,0,1.0,53,51,53,61,56,40,0,0,1
2.0,75,98,63,98,63,101,0,0,1.0,100,150,140,100,90,90,0,1,0
0.5,65,65,65,50,50,90,0,0,0.5,90,75,75,90,100,70,0,0,0
1.0,65,50,70,95,80,65,0,0,1.0,55,75,50,40,40,80,0,0,1
0.125,70,135,105,60,105,20,0,0,4.0,90,100,90,125,85,90,0,1,1
1.0,100,5,5,15,65,30,0,0,1.0,20,40,15,35,35,60,0,0,1
